[gates_bench] ./miter-cc-benchmarks/hwmcc12_with_not/6s114-xits-opt.gates ...
  literals=3211512  NOT=1061874  gates=4390625  total_classes=8664011  read=0.058s parse=0.073s build=0.201s
[pe-async] round= 17 R=19 dirty=      546 runs=      311 filter= 10.988ms semisort=  0.076ms
[pe-async] round= 18 R=20 dirty=     1000 runs=      395 filter= 11.003ms semisort=  0.126ms
[pe-async] round= 19 R=21 dirty=      654 runs=      308 filter= 10.788ms semisort=  0.083ms
[pe-async] round= 20 R=22 dirty=      184 runs=      118 filter= 10.990ms semisort=  0.031ms
[pe-async] round= 21 R=23 dirty=      202 runs=      129 filter= 10.886ms semisort=  0.032ms
[pe-async] round= 22 R=24 dirty=      161 runs=      107 filter= 10.964ms semisort=  0.031ms
[pe-async] round= 23 R=25 dirty=      155 runs=       96 filter= 10.926ms semisort=  0.030ms
[pe-async] round= 24 R=26 dirty=      150 runs=       97 filter= 10.994ms semisort=  0.029ms
[pe-async] round= 25 R=27 dirty=      182 runs=      115 filter= 11.050ms semisort=  0.033ms
[pe-async] round= 26 R=28 dirty=      152 runs=      101 filter= 10.889ms semisort=  0.029ms
[pe-async] round= 27 R=29 dirty=      139 runs=       86 filter= 10.934ms semisort=  0.026ms
[pe-async] round= 28 R=30 dirty=      127 runs=       80 filter= 10.893ms semisort=  0.027ms
[pe-async] round= 29 R=31 dirty=      126 runs=       82 filter= 10.956ms semisort=  0.026ms
[pe-async] round= 30 R=32 dirty=       86 runs=       58 filter= 10.836ms semisort=  0.021ms
[pe-async] round= 31 R=33 dirty=       85 runs=       52 filter= 11.039ms semisort=  0.020ms
[pe-async] round= 32 R=34 dirty=       77 runs=       50 filter= 10.941ms semisort=  0.019ms
[pe-async] round= 33 R=35 dirty=      106 runs=       68 filter= 10.935ms semisort=  0.022ms
[pe-async] round= 34 R=36 dirty=       67 runs=       47 filter= 11.041ms semisort=  0.019ms
[pe-async] round= 35 R=37 dirty=       54 runs=       34 filter= 10.852ms semisort=  0.014ms
[pe-async] round= 36 R=38 dirty=       23 runs=       15 filter= 10.922ms semisort=  0.011ms
[pe-async] round= 37 R=39 dirty=       41 runs=       23 filter= 10.959ms semisort=  0.012ms
[pe-async] round= 38 R=40 dirty=       24 runs=       14 filter= 10.900ms semisort=  0.011ms
[pe-async] round= 39 R=41 dirty=       13 runs=        6 filter= 10.953ms semisort=  0.008ms
[pe-async] round= 40 R=42 dirty=        4 runs=        2 filter= 10.879ms semisort=  0.007ms
[pe-async] round= 41 R=43 dirty=       26 runs=       14 filter= 10.934ms semisort=  0.009ms
[pe-async] round= 42 R=44 dirty=        8 runs=        6 filter= 11.046ms semisort=  0.008ms
[pe-async] round= 43 R=45 dirty=        8 runs=        2 filter= 10.925ms semisort=  0.008ms
[pe-async] round= 44 R=46 dirty=        4 runs=        2 filter= 10.847ms semisort=  0.008ms
[pe-async] round= 45 R=47 dirty=       26 runs=       14 filter= 10.924ms semisort=  0.009ms
[pe-async] round= 46 R=48 dirty=        8 runs=        6 filter= 10.821ms semisort=  0.009ms
[pe-async] round= 47 R=49 dirty=        8 runs=        2 filter= 10.884ms semisort=  0.008ms
[pe-async] round= 48 R=50 dirty=        4 runs=        2 filter= 10.787ms semisort=  0.007ms
[pe-async] round= 49 R=51 dirty=       20 runs=       14 filter= 11.056ms semisort=  0.008ms
[pe-async] round= 50 R=52 dirty=        4 runs=        2 filter= 10.858ms semisort=  0.007ms
[pe-async] round= 51 R=53 dirty=        0 filter= 11.029ms (clean break)
