[gates_bench] ./miter-cc-benchmarks/hwmcc12_with_not/6s114-xits-opt.gates ...
  literals=3211512  NOT=1061874  gates=4390625  total_classes=8664011  read=0.058s parse=0.062s build=0.161s
[pe] round=  0 work=  8509525 frontier=  5063084 next=    59086 consolidate= 85.927ms frontier= 17.844ms semisort= 32.389ms (keyed= 6.053ms group_by=  0.694ms per_group= 8.730ms)
[pe-async] round= 15 R=17 dirty=      315 runs=      189 filter=  2.518ms semisort=  0.048ms
[pe-async] round= 16 R=18 dirty=      294 runs=      179 filter=  2.521ms semisort=  0.053ms
[pe-async] round= 17 R=19 dirty=      546 runs=      311 filter=  2.553ms semisort=  0.074ms
[pe-async] round= 18 R=20 dirty=     1000 runs=      395 filter=  2.486ms semisort=  0.105ms
[pe-async] round= 19 R=21 dirty=      654 runs=      308 filter=  2.564ms semisort=  0.064ms
[pe-async] round= 20 R=22 dirty=      184 runs=      118 filter=  2.561ms semisort=  0.047ms
[pe-async] round= 21 R=23 dirty=      202 runs=      129 filter=  2.463ms semisort=  0.049ms
[pe-async] round= 22 R=24 dirty=      161 runs=      107 filter=  2.480ms semisort=  0.048ms
[pe-async] round= 23 R=25 dirty=      155 runs=       96 filter=  2.530ms semisort=  0.042ms
[pe-async] round= 24 R=26 dirty=      150 runs=       97 filter=  2.462ms semisort=  0.041ms
[pe-async] round= 25 R=27 dirty=      182 runs=      115 filter=  2.513ms semisort=  0.043ms
[pe-async] round= 26 R=28 dirty=      152 runs=      101 filter=  2.514ms semisort=  0.041ms
[pe-async] round= 27 R=29 dirty=      139 runs=       86 filter=  2.483ms semisort=  0.045ms
[pe-async] round= 28 R=30 dirty=      127 runs=       80 filter=  2.451ms semisort=  0.043ms
[pe-async] round= 29 R=31 dirty=      126 runs=       82 filter=  2.480ms semisort=  0.033ms
[pe-async] round= 30 R=32 dirty=       86 runs=       58 filter=  2.463ms semisort=  0.029ms
[pe-async] round= 31 R=33 dirty=       85 runs=       52 filter=  2.502ms semisort=  0.032ms
[pe-async] round= 32 R=34 dirty=       77 runs=       50 filter=  2.477ms semisort=  0.047ms
[pe-async] round= 33 R=35 dirty=      106 runs=       68 filter=  2.461ms semisort=  0.047ms
[pe-async] round= 34 R=36 dirty=       67 runs=       47 filter=  2.480ms semisort=  0.024ms
[pe-async] round= 35 R=37 dirty=       54 runs=       34 filter=  2.472ms semisort=  0.027ms
[pe-async] round= 36 R=38 dirty=       23 runs=       15 filter=  2.452ms semisort=  0.020ms
[pe-async] round= 37 R=39 dirty=       41 runs=       23 filter=  2.467ms semisort=  0.019ms
[pe-async] round= 38 R=40 dirty=       24 runs=       14 filter=  2.482ms semisort=  0.013ms
[pe-async] round= 39 R=41 dirty=       13 runs=        6 filter=  2.461ms semisort=  0.010ms
[pe-async] round= 40 R=42 dirty=        4 runs=        2 filter=  2.443ms semisort=  0.008ms
[pe-async] round= 41 R=43 dirty=       26 runs=       14 filter=  2.455ms semisort=  0.012ms
[pe-async] round= 42 R=44 dirty=        8 runs=        6 filter=  2.453ms semisort=  0.009ms
[pe-async] round= 43 R=45 dirty=        8 runs=        2 filter=  2.469ms semisort=  0.009ms
[pe-async] round= 44 R=46 dirty=        4 runs=        2 filter=  2.456ms semisort=  0.009ms
[pe-async] round= 45 R=47 dirty=       26 runs=       14 filter=  2.452ms semisort=  0.021ms
[pe-async] round= 46 R=48 dirty=        8 runs=        6 filter=  2.465ms semisort=  0.010ms
[pe-async] round= 47 R=49 dirty=        8 runs=        2 filter=  2.437ms semisort=  0.009ms
[pe-async] round= 48 R=50 dirty=        4 runs=        2 filter=  2.472ms semisort=  0.008ms
[pe-async] round= 49 R=51 dirty=       20 runs=       14 filter=  2.445ms semisort=  0.011ms
[pe-async] round= 50 R=52 dirty=        4 runs=        2 filter=  2.485ms semisort=  0.009ms
[pe-async] round= 51 R=53 dirty=        0 filter=  2.438ms (clean break)
